stt,text
209,"Pháp luật Việt Nam cấm tuyệt đối việc sử dụng và tàng trữ ma túy, với hình phạt rất nghiêm khắc."
210,"Miền Trung Việt Nam thường xuyên chịu ảnh hưởng của bão lũ vào mùa mưa, do địa hình hẹp và dốc."
211,"Chim bồ câu có thể bay xa tới 1.800 km mỗi ngày, và được sử dụng để đưa tin trong các cuộc chiến tranh."
212,"Trong thiên văn học, Sao Hải Vương là hành tinh xa nhất trong Hệ Mặt Trời, quay quanh Mặt Trời một vòng mất 165 năm Trái Đất."
213,"Ngọn đuốc Olympic được thắp sáng bằng ánh nắng Mặt Trời tại Hy Lạp, sau đó được vận chuyển đến địa điểm tổ chức Thế vận hội."
214,"Mũ Bảo hiểm được phát minh vào năm 1914 bởi bác sĩ người Mỹ Hugh Cairns để bảo vệ người lái xe mô tô."
215,"Đà Lạt nổi tiếng với sương mù dày đặc vào buổi sáng sớm và chiều tối, tạo nên khung cảnh lãng mạn, thơ mộng."
216,"Cá lóc là loài cá nước ngọt phổ biến ở Việt Nam, thường được dùng để chế biến các món ăn dân dã như Canh chua cá lóc."
217,"Vỏ bọc ngoài của máy bay không bị sét đánh gây hỏng nhờ vào vật liệu dẫn điện và hệ thống bảo vệ tích hợp."
218,"Bên trong một chiếc bóng đèn sợi đốt, không khí đã được hút ra và thay bằng khí trơ như Argon, để sợi đốt không bị oxy hóa."
219,"Tây Nguyên Việt Nam là vùng đất nổi tiếng với cà phê, cao su và các loại cây công nghiệp dài ngày khác."
220,"Đồng Tháp Mười là vùng đất ngập nước rộng lớn ở Đồng bằng sông Cửu Long, nổi tiếng với sen hồng và chim cò."
221,"Trong toán học, số 1 là số nguyên tố bé nhất và là số duy nhất có hai ước dương là 1 và chính nó."
222,"Bệnh sốt rét đã giết chết nhiều người hơn tất cả các cuộc chiến tranh trong lịch sử cộng lại."
223,"Chỉ có 4% dân số thế giới sở hữu tất cả các loại bằng lái xe. Hầu hết mọi người chỉ có bằng lái xe máy hoặc ô tô."
224,"Nữ hoàng Cleopatra của Ai Cập không phải là người Ai Cập, bà là người Hy Lạp và là hậu duệ của một vị tướng của Alexander Đại đế."
225,"Cà phê được phát hiện lần đầu tiên ở Ethiopia bởi một người chăn dê vào khoảng năm 850 sau Công nguyên."
226,"Màu Xanh là màu sắc phổ biến nhất trên lá cờ của các quốc gia trên thế giới, tượng trưng cho hòa bình, hy vọng hoặc biển cả."
227,"Tấm bản đồ thế giới đầu tiên được in tại Venice, Ý, vào năm 1492. Nó không có châu Mỹ."
228,"Quần đảo Hoàng Sa và Trường Sa là hai quần đảo thuộc chủ quyền của Việt Nam, với vị trí chiến lược trên Biển Đông."
229,"Tỉnh Quảng Ninh, nơi có Vịnh Hạ Long, là thủ phủ than đá của Việt Nam, đóng vai trò quan trọng trong ngành năng lượng."
230,"Bánh ít lá gai là một loại bánh ngọt truyền thống của miền Trung, được làm từ lá gai và nhân đậu xanh, có màu đen đặc trưng."
231,"Trong khoa học, con người có khoảng 100.000 sợi tóc trên đầu. Mỗi sợi tóc có thể sống tới 7 năm."
232,"Cá ngựa là loài động vật duy nhất mà con đực mang thai và đẻ con. Con cái chỉ đẻ trứng vào túi của con đực."
233,"Ánh sáng Mặt Trời mất khoảng 8 phút 20 giây để đi từ Mặt Trời đến Trái Đất."
234,"Thời gian trung bình một người nháy mắt là khoảng 4.2 triệu lần mỗi năm. Nháy mắt giúp làm sạch và bôi trơn mắt."
235,"Kim loại duy nhất lỏng ở nhiệt độ phòng, ngoài Thủy ngân, là Gallium. Nó có nhiệt độ nóng chảy thấp, khoảng 29.7 độ C."
236,"Tác phẩm Mona Lisa của Leonardo da Vinci không có lông mày, vì các bức chân dung thời Phục hưng thường không vẽ lông mày."
237,"Ở Việt Nam, phong tục lì xì tiền mừng tuổi trong dịp Tết được coi là mang lại may mắn và sức khỏe cho người nhận."
238,"Rau muống là loại rau phổ biến và được yêu thích nhất trong ẩm thực Việt Nam, thường được xào hoặc luộc."
239,"Thành phố Quy Nhơn, Bình Định nổi tiếng với Tháp Đôi Chăm Pa và phong cảnh biển hoang sơ, yên bình."
240,"Đạo Cao Đài là một tôn giáo độc đáo của Việt Nam, được thành lập vào năm 1926 tại Tây Ninh."
241,"Sự giãn nở của Vũ trụ khiến các thiên hà ở xa đang di chuyển ra xa nhau với tốc độ ngày càng tăng."
242,"Mèo nhà dành khoảng 70% thời gian trong ngày để ngủ, và 15% để liếm lông cho sạch sẽ."
243,"Cây thông Bristlecone là loài cây sống lâu nhất trên Trái Đất, một số cây có tuổi thọ gần 5000 năm."
244,"Trong cơ thể người, dây thanh âm của phụ nữ ngắn hơn, đó là lý do tại sao giọng của họ thường cao hơn đàn ông."
245,"Người Maya cổ đại đã phát minh ra một loại sân bóng rổ, trong đó quả bóng không được chạm đất và phải đi qua một vòng tròn cao."
246,"Tượng Nữ thần Tự do ở New York ban đầu có màu đồng sẫm, nhưng đã chuyển sang màu xanh lục do quá trình oxy hóa."
247,"Lăng Chủ tịch Hồ Chí Minh ở Hà Nội là nơi lưu giữ thi hài của vị lãnh tụ kính yêu của dân tộc Việt Nam."
248,"Festival Huế là sự kiện văn hóa nghệ thuật lớn, được tổ chức hai năm một lần tại cố đô Huế, thu hút nhiều du khách."
249,"Tuyến cáp treo Fansipan Sa Pa giữ kỷ lục Guinness thế giới về cáp treo dài nhất và chênh lệch độ cao lớn nhất thế giới."
250,"Bún Riêu Cua là một món ăn truyền thống, có vị chua nhẹ của cà chua và vị béo của riêu cua đồng."
251,"Chỉ có 3 loài linh trưởng được biết là biết bơi: khỉ vượn, khỉ đầu chó và con người."
252,"Bánh Oreo được sáng tạo vào năm 1912. Nó trở thành loại bánh quy bán chạy nhất thế kỷ 20."
253,"Trong thiên văn học, chòm sao lớn nhất là Hydra, chiếm hơn 3% bầu trời đêm."
254,"Một con bò có thể tạo ra gần 200.000 ly sữa trong suốt cuộc đời của nó."
255,"Nền văn minh Inca cổ đại ở Peru không có chữ viết. Họ sử dụng các sợi dây thắt nút gọi là Quipu để ghi lại thông tin."
256,"Món ăn Hủ tiếu là một món ăn phổ biến ở miền Nam Việt Nam, có nguồn gốc từ ẩm thực Trung Quốc và Campuchia."
257,"Sơn Đoòng, hang động lớn nhất thế giới, được khám phá bởi một người dân địa phương tên là Hồ Khanh vào năm 1991."
258,"Thành phố Đà Lạt nổi tiếng với nhiều biệt thự cổ theo kiến trúc Pháp, được xây dựng từ đầu thế kỷ 20."
259,"Văn hóa Cồng Chiêng Tây Nguyên là Di sản Văn hóa Phi vật thể của nhân loại, gắn liền với đời sống tâm linh của người dân."
260,"Việt Nam đã trải qua nhiều cuộc chiến tranh giành độc lập và bảo vệ Tổ quốc trong thế kỷ 20."
261,"Tốc độ của mạng 5G có thể đạt tới 10 gigabit mỗi giây, nhanh hơn mạng 4G gấp 100 lần."
262,"Lông lạc đà có thể được dệt thành quần áo hoặc dùng làm nguyên liệu để làm cọ vẽ."
263,"Một chiếc đĩa than có thể lưu trữ khoảng 20 phút âm thanh ở mỗi mặt. Chúng được phát minh vào cuối thế kỷ 19."
264,"Hồ nước ngọt lớn nhất trên thế giới theo thể tích là Hồ Baikal ở Siberia, chứa khoảng 20% lượng nước ngọt trên bề mặt Trái Đất."
265,"Vật liệu nhẹ nhất trên Trái Đất là Aerogel, được mệnh danh là khói rắn, có mật độ cực thấp."
266,"Sự khác biệt về thời gian giữa các múi giờ ở Việt Nam và Anh là 6 hoặc 7 tiếng, tùy vào thời gian tiết kiệm ánh sáng ban ngày."
267,"Thị xã Sapa nổi tiếng với đỉnh Fansipan, những thửa ruộng bậc thang tuyệt đẹp và văn hóa của các dân tộc thiểu số."
268,"Bánh Khọt là một loại bánh nhỏ, tròn, được làm từ bột gạo và nước cốt dừa, thường ăn kèm với rau sống và nước chấm."
269,"Việt Nam là một trong năm quốc gia sản xuất tôm lớn nhất thế giới, chủ yếu ở Đồng bằng sông Cửu Long."
270,"Đồng Hới là thủ phủ của tỉnh Quảng Bình, nơi có Vườn quốc gia Phong Nha - Kẻ Bàng với nhiều hang động độc đáo."
271,"Sao Mộc có hơn 90 mặt trăng được xác nhận, nhiều nhất trong số tất cả các hành tinh trong Hệ Mặt Trời."
272,"Cơ thể người có khoảng 60.000 dặm mạch máu, đủ để quấn quanh Trái Đất hơn hai lần."
273,"Trong ẩm thực, gia vị đắt nhất thế giới là nghệ tây, với giá có thể lên tới 5.000 đô la Mỹ cho mỗi pound."
274,"Động vật lớn nhất từng tồn tại trên Trái Đất là Cá voi xanh, nặng tới 180 tấn và dài hơn 30 mét."
275,"Sóng thần có thể di chuyển với tốc độ lên tới 800 km/h, tương đương với tốc độ của một máy bay phản lực."
276,"Tác phẩm nghệ thuật trừu tượng đầu tiên được vẽ bởi họa sĩ Wassily Kandinsky vào năm 1910."
277,"Thành phố Hà Nội từng có tên là Thăng Long, có nghĩa là Rồng bay lên, gắn liền với truyền thuyết của vua Lý Thái Tổ."
278,"Phố đi bộ Hồ Gươm ở Hà Nội là không gian văn hóa cộng đồng, nơi người dân và du khách thường xuyên tham gia các hoạt động giải trí."
279,"Miền Nam Việt Nam có đặc điểm khí hậu cận xích đạo, chỉ có hai mùa rõ rệt là mùa mưa và mùa khô."
280,"Du thuyền trên sông Hương ở Huế là một trải nghiệm lãng mạn, đặc biệt là khi nghe ca Huế trên sông vào buổi tối."
281,"Kính lúp được phát minh vào thế kỷ 13, trước khi người ta biết rằng vi khuẩn là nguyên nhân gây ra bệnh tật."
282,"Một con chuột túi mẹ có thể đồng thời nuôi một con non trong túi và một phôi thai đang phát triển trong bụng."
283,"Hơn một nửa các loại cây ăn quả trên thế giới là họ hàng của cây hoa hồng, bao gồm táo, lê và mâm xôi."
284,"Trong Hóa học, nước là một dung môi phổ quát, có khả năng hòa tan nhiều chất hơn bất kỳ chất lỏng nào khác."
285,"Đà Lạt nổi tiếng với nhiều loại hoa lan, hoa hồng, và hoa bất tử. Đó là lý do nó được gọi là thành phố ngàn hoa."
286,"Các dân tộc thiểu số ở Tây Bắc Việt Nam nổi tiếng với nghề dệt thổ cẩm và trang phục có màu sắc sặc sỡ, hoa văn tinh xảo."
287,"Việt Nam là nước duy nhất trong khu vực Đông Nam Á có tôn giáo chính thức là Phật giáo Đại thừa."
288,"Tháp Chàm, hay Tháp Po Nagar, ở Nha Trang là một công trình kiến trúc cổ của người Chăm, có giá trị lịch sử và văn hóa cao."
289,"Rừng ngập mặn Cần Giờ gần TP. Hồ Chí Minh được UNESCO công nhận là Khu Dự trữ Sinh quyển Thế giới."
290,"Trong Văn học, tác phẩm Hoàng Lê Nhất Thống Chí là một cuốn tiểu thuyết chương hồi nổi tiếng viết về giai đoạn cuối thế kỷ 18."
291,"Linh dương đầu bò là loài động vật duy nhất có thể chạy nhanh như ngựa và nhảy cao như kangaroo."
292,"Khối lượng của Mặt Trời chiếm 99.8% tổng khối lượng của toàn bộ Hệ Mặt Trời. Các hành tinh chỉ là phần còn lại nhỏ bé."
293,"Tháp Eiffel ở Paris có thể cao thêm 15 cm vào mùa hè do sự giãn nở của kim loại dưới nhiệt độ cao."
294,"Món Cháo Lòng là một món ăn phổ biến ở Việt Nam, được nấu từ gạo và lòng heo, thường ăn kèm với quẩy."
295,"Thành phố Phan Thiết, Bình Thuận nổi tiếng với nghề làm nước mắm truyền thống và các đồi cát trắng mịn."
296,"Con người mất khoảng 7% trọng lượng cơ thể nếu không được ngủ trong vòng 24 giờ. Thiếu ngủ gây ra nhiều tác hại."
297,"Trong lịch sử, người Viking đã sử dụng xương cá voi để làm giày trượt băng khi đi trên băng tuyết."
298,"Tác phẩm Điêu khắc nổi tiếng Tượng David của Michelangelo có kích thước lớn hơn người thật, cao tới 5.17 mét."
299,"Trong công nghệ, mã QR được phát minh vào năm 1994 bởi một công ty Nhật Bản để theo dõi các bộ phận ô tô."
300,"Lễ hội đua ghe Ngo là một lễ hội truyền thống của người Khmer ở Đồng bằng sông Cửu Long, diễn ra vào dịp lễ Ok Om Bok."
301,"Khoảng 85% các loại thực vật trên Trái Đất được tìm thấy trong đại dương. Chúng sản xuất ra phần lớn oxy chúng ta hít thở."
302,"Đường bờ biển của Na Uy, nếu duỗi thẳng ra, sẽ dài hơn đường bờ biển của tất cả các quốc gia khác cộng lại."
303,"Sao Thiên Vương là hành tinh duy nhất quay nghiêng gần như 90 độ, có vẻ như nó đang lăn trên quỹ đạo của mình."
304,"Trong y học, chỉ có khoảng 1/4 số người có nhóm máu O. Đây là nhóm máu hiến được cho tất cả các nhóm khác."
305,"Thành phố Cần Thơ được mệnh danh là thủ phủ của miền Tây Nam Bộ, nổi tiếng với bến Ninh Kiều và chợ nổi Cái Răng."
306,"Cơm tấm là một món ăn đặc trưng của miền Nam Việt Nam, được làm từ hạt gạo vỡ, ăn kèm với sườn nướng, chả trứng."
307,"Hang Én ở Quảng Bình là hang động lớn thứ ba thế giới, là nơi sinh sống của hàng ngàn con chim én."
308,"Việt Nam có hơn 3.000 hòn đảo lớn nhỏ, với tổng diện tích khoảng 1.620 km vuông."
309,"Chỉ có 1/5 dân số thế giới có thể nói nhiều hơn một ngôn ngữ, nhưng tỷ lệ này đang tăng lên nhanh chóng."
310,"Làng cổ Đường Lâm ở Hà Nội là một trong số ít những ngôi làng cổ ở Việt Nam vẫn giữ được nét kiến trúc truyền thống."
311,"Hươu cao cổ có màu da xám xanh và chiếc lưỡi dài khoảng 45 cm, giúp chúng ăn lá trên cây cao."
312,"Sự thật ít biết về chuối là nó được coi là một loại quả mọng, trong khi dâu tây lại không phải là quả mọng thực sự."
313,"Việt Nam có mật độ dân số cao, đặc biệt tập trung ở các thành phố lớn như Hà Nội và Thành phố Hồ Chí Minh."
314,"Cầu Rồng ở Đà Nẵng là cây cầu có kiến trúc độc đáo, có khả năng phun lửa và phun nước vào cuối tuần."
315,"Năm 1945, Chủ tịch Hồ Chí Minh đọc Tuyên ngôn Độc lập tại Quảng trường Ba Đình, khai sinh ra nước Việt Nam Dân chủ Cộng hòa."
316,"Khoảng 80% kim loại được khai thác trên Trái Đất được sử dụng để làm thép, một hợp kim của sắt và carbon."
317,"Ốc sên có thể ngủ tới ba năm. Chúng ngủ đông khi môi trường quá khô hoặc quá lạnh."
318,"Trong khoa học, ánh sáng Mặt Trời có thể chiếu xuống độ sâu 80 mét trong đại dương, sau đó là bóng tối hoàn toàn."
319,"Tỉnh Ninh Bình được mệnh danh là Vịnh Hạ Long trên cạn, với quần thể danh thắng Tràng An và Tam Cốc Bích Động."
320,"Cây lúa nước là cây trồng quan trọng nhất trong nông nghiệp Việt Nam, là nguồn lương thực chính của người dân."
321,"Trên Sao Thủy, nhiệt độ có thể thay đổi từ -173 độ C vào ban đêm đến 427 độ C vào ban ngày."
322,"Bạch tuộc là một trong những loài động vật không xương sống thông minh nhất. Chúng có thể mở nắp lọ và giải câu đố."
323,"Bộ não người tạo ra đủ năng lượng để thắp sáng một bóng đèn nhỏ. Nó hoạt động với công suất khoảng 12-25 watt."
324,"Tác phẩm điêu khắc nổi tiếng Tượng Phật Lớn ở Tây Tạng cao hơn 18 mét, được làm bằng đồng và dát vàng."
325,"Trong lịch sử, người La Mã cổ đại đã sử dụng nước tiểu để giặt quần áo vì nó chứa amoniac, một chất tẩy rửa mạnh."
326,"Ẩm thực đường phố ở Hà Nội và TP. Hồ Chí Minh được Tạp chí du lịch Lonely Planet bình chọn là một trong những nơi tốt nhất thế giới."
327,"Thành phố Đà Lạt nổi tiếng với chợ đêm và nhiều món ăn vặt đặc trưng như Bánh tráng nướng, Sữa đậu nành nóng."
328,"Lễ hội Hoa Lư ở Ninh Bình là một trong những lễ hội truyền thống lớn nhất miền Bắc, tưởng nhớ công lao của Vua Đinh Tiên Hoàng."
329,"Việt Nam có đường biên giới trên đất liền dài hơn 4.600 km, giáp với ba quốc gia láng giềng."
330,"Đồng bằng sông Hồng là cái nôi của nền văn minh lúa nước Việt Nam, nơi có đất đai màu mỡ và mật độ dân số cao."
331,"Trong không gian, không có âm thanh vì không có phân tử không khí để truyền sóng âm thanh."
332,"Bọ chét có thể nhảy cao gấp 200 lần chiều cao của chính nó. Điều này tương đương với một người nhảy qua một tòa nhà chọc trời."
333,"Khoảng 50% người ở Mỹ tin vào thuyết âm mưu rằng con người chưa bao giờ đặt chân lên Mặt Trăng."
334,"Một con voi cần khoảng 100 kg thức ăn và 100 lít nước mỗi ngày để sinh tồn và duy trì năng lượng."
335,"Trong vật lý, khối lượng của một vật không đổi, nhưng trọng lượng của nó thay đổi tùy thuộc vào lực hấp dẫn."
336,"Món Phở được cho là có nguồn gốc từ Hà Nội vào đầu thế kỷ 20, chịu ảnh hưởng từ ẩm thực Pháp và Trung Quốc."
337,"Thành phố Hải Phòng có cảng biển lớn nhất miền Bắc Việt Nam, đóng vai trò là cửa ngõ giao thương quốc tế."
338,"Vườn quốc gia Phong Nha - Kẻ Bàng là nơi có hệ thống hang động đá vôi phức tạp và đa dạng nhất Việt Nam."
339,"Ca trù thường được biểu diễn bởi một ca nương hát và một kép đệm đàn đáy, cùng với một người gõ trống chầu."
340,"Hồ Lăk ở Đắk Lắk là hồ nước ngọt tự nhiên lớn thứ hai Việt Nam, là nơi sinh sống của nhiều cộng đồng dân tộc."
341,"Chỉ có 2% lượng nước trên Trái Đất là nước ngọt, và phần lớn trong số đó bị đóng băng ở các sông băng và chỏm băng."
342,"Chim hồng hạc có màu hồng do chế độ ăn uống của chúng, chủ yếu là tảo xanh lam và tôm nhỏ chứa chất carotenoid."
343,"Năm 1928, Alexander Fleming phát hiện ra Penicillin, một loại thuốc kháng sinh đã cứu sống hàng triệu người."
344,"Người Ai Cập cổ đại đã sử dụng hành và tỏi để tăng cường sức khỏe và sức chịu đựng của công nhân xây dựng Kim tự tháp."
345,"Trong điện tử, chip máy tính được làm từ Silic, một nguyên tố hóa học phổ biến thứ hai trên Trái Đất."
346,"Hà Nội nổi tiếng với nghề làm lụa Vạn Phúc, một loại lụa truyền thống có lịch sử hơn 1000 năm."
347,"Lễ hội té nước, hay Tết Chol Chnam Thmay, là lễ hội truyền thống của người Khmer ở miền Nam Việt Nam, diễn ra vào tháng Tư."
348,"Động vật có vú duy nhất không có dây thanh âm là hươu cao cổ. Chúng giao tiếp bằng cách phát ra tiếng rít nhẹ."
349,"Thành phố Nha Trang là nơi diễn ra Festival Biển, một sự kiện văn hóa du lịch lớn, được tổ chức hai năm một lần."
350,"Việt Nam là một trong những quốc gia xuất khẩu gạo lớn nhất thế giới, chủ yếu từ Đồng bằng sông Cửu Long."
351,"Trong Vật lý, nguyên tử Carbon là cơ sở của tất cả các hợp chất hữu cơ và sự sống trên Trái Đất."
352,"Gấu Bắc Cực là loài động vật có vú trên cạn lớn nhất. Chúng có khả năng bơi liên tục hàng trăm dặm."
353,"Cây tre có thể phát triển nhanh tới 91 cm trong một ngày. Nó là một trong những loài thực vật phát triển nhanh nhất."
354,"Trong cơ thể người, trái tim có thể tiếp tục đập một thời gian ngắn sau khi được lấy ra khỏi cơ thể, miễn là có oxy."
355,"Thành phố cổ Ayutthaya ở Thái Lan từng là thủ đô của Xiêm La và là một trung tâm thương mại quan trọng của Đông Nam Á."
356,"Hải đăng Kê Gà ở Bình Thuận là ngọn hải đăng cổ nhất Việt Nam, được xây dựng từ năm 1897 theo kiến trúc Pháp."
357,"Chỉ có khoảng 1% trong số các loài sinh vật biển được khám phá và đặt tên. Đại dương vẫn còn nhiều bí ẩn."
358,"Quốc hội Việt Nam là cơ quan quyền lực cao nhất của nước Cộng hòa Xã hội Chủ nghĩa Việt Nam."
359,"Món ăn Bánh Bột Lọc là đặc sản của miền Trung, được làm từ bột năng trong suốt, nhân tôm và thịt, gói trong lá chuối."
360,"TP. Hồ Chí Minh có hệ thống kênh rạch chằng chịt, được mệnh danh là Venice của phương Đông trong quá khứ."
361,"Mặt Trời là một khối khí nóng khổng lồ, không phải là một hành tinh. Nó tạo ra năng lượng bằng phản ứng hạt nhân."
362,"Trong lịch sử, người Viking đã sử dụng mật ong để làm một loại bia gọi là mead, một thức uống phổ biến thời trung cổ."
363,"Một giọt mực nhỏ có thể viết được khoảng 20.000 từ. Mực được sử dụng trong máy in phun là loại đắt tiền."
364,"Thành phố Hội An nổi tiếng với nghề làm đèn lồng giấy thủ công, tạo nên một không gian lung linh, huyền ảo vào ban đêm."
365,"Nguyễn Thị Ánh Viên là vận động viên bơi lội xuất sắc của Việt Nam, đã đạt nhiều huy chương vàng tại các kỳ SEA Games."
366,"Trong địa chất, Kim cương được hình thành sâu trong lòng đất, dưới áp suất và nhiệt độ cực cao, sau đó được đưa lên bề mặt."
367,"Thành phố Buôn Ma Thuột, Đắk Lắk được mệnh danh là thủ phủ cà phê của Việt Nam, nơi có chất lượng cà phê tốt nhất."
368,"Con người đã biết đến thiên văn học từ hàng ngàn năm trước, với các công trình quan sát cổ xưa như Stonehenge."
369,"Phú Quốc có biệt danh là Đảo Ngọc, nổi tiếng với hồ tiêu, nước mắm, ngọc trai và các khu nghỉ dưỡng sang trọng."
370,"Việt Nam là quốc gia có nhiều ngày nghỉ lễ tết nhất trong khu vực Đông Nam Á, chủ yếu là các ngày nghỉ Tết Nguyên Đán."
371,"Tốc độ của tên lửa đẩy Ariane 5 có thể đạt tới 28.000 km/h, cần thiết để thoát khỏi lực hấp dẫn của Trái Đất."
372,"Một con chó có thể học được khoảng 165 từ. Một số con chó thông minh hơn có thể học được hơn 250 từ."
373,"Trong khoa học, xương người có khối lượng gấp 4 lần khối lượng thép. Nó là vật liệu xây dựng tự nhiên chắc chắn."
374,"Đại dương Đại Tây Dương là đại dương lớn thứ hai thế giới, tên của nó bắt nguồn từ thần Atlas trong thần thoại Hy Lạp."
375,"Bóng rổ được phát minh vào năm 1891 bởi James Naismith, một giáo viên thể dục người Canada."
376,"Lễ hội Đền Hùng được tổ chức hàng năm vào ngày 10 tháng 3 âm lịch. Đây là ngày Giỗ Tổ Hùng Vương, Quốc Lễ của Việt Nam."
377,"Đà Nẵng có cây cầu quay sông Hàn, một trong số ít cây cầu quay ở Việt Nam, quay vào nửa đêm để tàu thuyền qua lại."
378,"Sữa chua nếp cẩm là món ăn vặt được yêu thích ở Việt Nam, có sự kết hợp giữa sữa chua mát lạnh và nếp cẩm dẻo thơm."
379,"Việt Nam đã áp dụng hệ thống giao thông đi bên phải đường, khác với các quốc gia như Thái Lan, Singapore."
380,"Phòng trọ 14 mét vuông là diện tích trung bình của một căn nhà ở khu phố cổ Hà Nội do diện tích đất hẹp."
331,"Mặt Trời là ngôi sao duy nhất trong hệ mặt trời của chúng ta. Nó là nguồn sống và năng lượng chính cho Trái Đất."
382,"Trong lịch sử, người La Mã cổ đại đã sử dụng bọt biển thay cho giấy vệ sinh. Đó là một vật dụng đa năng."
383,"Mật khẩu phổ biến nhất trên thế giới là 123456, một mật khẩu dễ nhớ nhưng rất dễ bị tấn công."
384,"Một con kangaroo không thể nhảy nếu đuôi của nó rời khỏi mặt đất. Đuôi giúp nó giữ thăng bằng và làm chân thứ năm."
385,"Trong Vật lý, một giây ánh sáng là khoảng cách ánh sáng đi được trong một giây, tương đương khoảng 300.000 km."
386,"Hồ Xuân Hương ở Đà Lạt là một hồ nhân tạo lớn, là nơi tham quan và tản bộ yêu thích của người dân và du khách."
387,"Làng hoa Sa Đéc, Đồng Tháp là vựa hoa lớn nhất miền Tây Nam Bộ, cung cấp hoa cho dịp Tết Nguyên Đán."
388,"Hang Đầu Gỗ ở Vịnh Hạ Long là một hang động lớn với nhiều thạch nhũ và măng đá hình thù kỳ lạ."
389,"Sơn Tùng M-TP là một trong những ca sĩ trẻ nổi tiếng và có ảnh hưởng nhất trong làng nhạc Việt Nam hiện nay."
390,"Món ăn Bún Bò Huế là đặc sản của cố đô Huế, nổi tiếng với nước dùng đậm đà, vị cay và miếng thịt bò luộc mềm."
391,"Trong Sinh học, trái tim của tôm nằm ở đầu của nó, một vị trí rất độc đáo so với các loài giáp xác khác."
392,"Tác phẩm nghệ thuật đắt nhất từng được bán là bức tranh Salvator Mundi, được cho là của Leonardo da Vinci, với giá 450 triệu đô la."
393,"Một chiếc đĩa DVD có thể lưu trữ dữ liệu gấp 7 lần so với một chiếc đĩa CD. Nó được phát minh vào năm 1995."
394,"Thành phố Hạ Long nổi tiếng với món Chả Mực Hạ Long, được giã tay và chiên giòn, có vị ngọt tự nhiên của mực."
395,"Quảng Bình, tỉnh miền Trung Việt Nam, được mệnh danh là Vương quốc hang động với hơn 300 hang lớn nhỏ."
396,"Đại học Quốc gia Hà Nội là một trong hai trung tâm đại học lớn nhất Việt Nam, được thành lập từ năm 1993."
397,"Trong lịch sử, chiếc bút chì được phát minh ở Anh vào thế kỷ 16 sau khi tìm thấy mỏ than chì lớn."
398,"Bản đồ thế giới hiện đại được vẽ theo phép chiếu Mercator, làm cho Greenland và Nam Cực trông lớn hơn kích thước thật."
399,"Khoảng 80% người dân ở các nước đang phát triển sử dụng y học cổ truyền và thảo dược để chữa bệnh."
400,"Thành phố Lạng Sơn nổi tiếng với chợ biên giới Đồng Đăng, là nơi giao thương quan trọng giữa Việt Nam và Trung Quốc."
401,"Sao Hỏa có hai mặt trăng nhỏ, Phobos và Deimos, được đặt tên theo các vị thần Hy Lạp của sự sợ hãi và kinh hoàng."
402,"Cơ thể người có hơn 600 cơ xương, chiếm khoảng 40% trọng lượng cơ thể. Cơ bắp giúp chúng ta di chuyển và duy trì tư thế."
403,"Trong Toán học, số 0 là số duy nhất không thể được viết bằng chữ số La Mã. Nó là một khái niệm quan trọng trong toán học hiện đại."
404,"Thành phố Cần Thơ có cầu Cần Thơ, là cây cầu dây văng có nhịp chính dài nhất Đông Nam Á khi nó được khánh thành."
405,"Hội An là nơi có Chùa Cầu, một công trình kiến trúc độc đáo, được xây dựng bởi các thương nhân Nhật Bản vào thế kỷ 17."
406,"Việt Nam là một trong những quốc gia có lượng tiêu thụ mì gói bình quân đầu người cao nhất thế giới."
407,"Trong sinh học, con người có khoảng 20.000 đến 25.000 gen. Gen là đơn vị cơ bản của sự di truyền."
408,"Bộ phim Star Wars ban đầu không có chữ Star Wars trong tựa đề. Nó được gọi là The Adventures of Luke Starkiller."
409,"Sông Đà Rằng ở Phú Yên là sông lớn nhất miền Trung Việt Nam. Nó chảy qua thành phố Tuy Hòa trước khi đổ ra biển."
410,"Lễ hội Ok Om Bok là lễ hội cúng trăng truyền thống của người Khmer ở Đồng bằng sông Cửu Long, diễn ra vào tháng 10 âm lịch."
411,"Cá mập không có xương. Bộ xương của chúng được làm từ sụn, một vật liệu nhẹ và linh hoạt hơn."
412,"Trong thiên văn học, Sao Diêm Vương bị loại khỏi danh sách hành tinh vào năm 2006, và được xếp loại là hành tinh lùn."
413,"Văn hóa cà phê vỉa hè là một nét đặc trưng của đời sống đô thị Việt Nam. Người dân thường ngồi trên ghế nhựa thấp để thưởng thức."
414,"Tạp chí National Geographic đã xếp Bánh Mì Việt Nam vào danh sách 10 món ăn đường phố ngon nhất thế giới."
415,"Thành phố Phan Rang - Tháp Chàm ở Ninh Thuận nổi tiếng với nghề trồng nho và làm rượu vang."
416,"Người Việt Nam có phong tục tảo mộ vào những ngày trước Tết Nguyên Đán, để dọn dẹp và cúng bái mộ tổ tiên."
417,"Một ngày trên Sao Mộc chỉ kéo dài khoảng 10 giờ Trái Đất. Nó là hành tinh quay nhanh nhất trong Hệ Mặt Trời."
418,"Cơ quan lớn nhất trong cơ thể người có thể tái tạo là gan. Nó có thể mọc lại gần như hoàn toàn."
419,"Trong lịch sử, người La Mã cổ đại đã phát minh ra bê tông, một vật liệu xây dựng bền vững, vẫn được sử dụng ngày nay."
